StudyHours,Attendance,AssignmentCompletion,MidtermScore,FinalScore,Extracurricular,Internet,Gender,Age,StressLevel,IncomeLevel,ParentEducation,Participation,SleepHours,Department,Quizzes_Avg,Projects_Score,Total_Score,FinalGrade,at_risk,source
16.8,87.87,60.09,75.21,47.03,0,1,0,18,1,1,3,9.06,5.1,,72.39,99.29,84.78,2,0,dataset1
26.0,52.53,91.05,90.43,73.53,0,1,1,23,1,0,0,8.85,7.6,,79.18,89.76,59.6,1,0,dataset1
8.5,77.67,74.81,51.01,58.03,1,1,1,21,2,0,3,7.86,7.7,,98.54,87.53,67.71,2,0,dataset1
6.4,64.75,64.16,94.1,99.85,1,1,1,19,1,1,4,2.93,4.7,,90.9,63.74,70.78,0,1,dataset1
14.8,56.68,99.95,70.38,64.35,0,1,0,23,2,1,2,0.84,8.7,,58.45,82.09,59.33,0,1,dataset1
8.4,75.725,66.37,44.03,52.74,1,0,0,18,1,0,4,4.88,4.8,,90.16,74.94,95.32,0,1,dataset1
13.3,60.87,71.14,48.48,77.73,0,1,1,21,2,0,4,0.55,4.4,2.0,92.05,81.19,84.08,3,0,dataset1
22.9,61.18,99.5,58.54,54.66,0,1,1,18,1,0,4,9.98,4.8,,84.53,71.79,54.59,0,1,dataset1
16.1,63.75,68.47,42.61,69.65,0,0,0,19,1,0,4,3.58,4.7,0.0,82.86,76.55,85.64,0,1,dataset1
13.0,79.34,68.31,58.56,68.95,0,1,0,20,0,2,4,9.58,7.2,,72.04,99.42,77.39,2,0,dataset1
27.3,82.98,91.39,43.6,67.21,0,1,0,24,2,1,3,7.73,4.8,2.0,82.08,66.47,76.2,0,1,dataset1
5.2,50.88,65.6,54.16,87.77,0,1,1,24,1,0,4,4.11,7.2,,86.88,60.82,99.49,0,1,dataset1
25.4,62.09,61.69,55.94,53.0,0,1,0,19,0,0,2,1.18,5.4,2.0,56.14,72.42,80.91,1,0,dataset1
20.5,75.725,74.81,99.66,94.26,0,1,0,22,2,0,0,2.37,5.2,,62.87,76.22,94.84,1,0,dataset1
6.2,66.6,85.03,54.13,87.48,0,1,0,21,2,1,0,6.73,8.5,1.0,59.7,54.28,95.68,2,0,dataset1
5.9,94.21,52.16,54.35,59.99,0,1,1,19,2,0,2,8.3,5.1,0.0,92.06,90.3,55.07,3,0,dataset1
9.3,89.39,68.7,81.21,50.84,1,1,0,20,2,1,4,9.79,8.3,2.0,84.0,71.1,50.42,3,0,dataset1
29.4,81.29,67.31,91.56,56.77,0,1,1,18,2,1,4,1.32,5.5,,72.54,70.66,71.76,0,1,dataset1
7.1,66.9,62.24,63.22,59.96,1,1,1,21,2,0,0,1.56,9.0,2.0,91.3,82.94,88.46,0,1,dataset1
23.5,85.03,82.71,92.54,73.42,0,1,1,23,2,1,3,0.42,8.9,0.0,85.84,88.66,91.21,3,0,dataset1
15.0,92.18,64.5,60.41,42.78,0,1,0,19,0,1,0,2.6,8.1,,95.68,99.3,89.37,3,0,dataset1
10.9,79.74,80.34,51.82,94.86,1,1,0,20,0,2,4,8.21,8.3,2.0,53.84,58.68,72.36,2,0,dataset1
19.4,89.22,75.22,59.78,45.92,0,1,0,19,2,1,2,1.98,8.1,0.0,75.46,67.28,87.5,3,0,dataset1
14.2,87.46,60.86,76.56,56.76,0,1,1,22,0,1,4,5.48,7.1,0.0,85.34,58.41,85.94,3,0,dataset1
12.8,78.59,63.33,62.03,46.56,0,1,0,24,0,1,4,4.46,8.0,0.0,60.37,94.04,65.69,1,0,dataset1
11.0,75.725,58.53,80.37,55.4,0,1,1,24,2,0,2,3.26,7.1,0.0,66.36,77.42,58.44,0,1,dataset1
16.4,87.29,52.83,54.22,90.26,0,1,0,21,2,2,4,6.18,8.2,1.0,70.95,92.62,81.07,3,0,dataset1
9.2,60.34,80.96,82.06,76.91,0,1,0,18,1,1,2,5.02,8.7,2.0,89.72,99.26,83.85,1,0,dataset1
26.3,75.725,83.64,60.85,53.64,0,1,0,20,1,1,2,3.35,7.8,2.0,74.68,77.51,78.4,0,1,dataset1
19.8,90.23,58.3,67.35,92.31,0,1,0,19,2,1,0,6.89,8.8,0.0,74.64,55.91,60.66,3,0,dataset1
6.6,91.11,80.77,73.46,88.04,1,1,1,21,1,0,3,2.8,6.2,2.0,71.54,68.06,63.83,3,0,dataset1
16.4,73.65,99.1,81.17,85.22,0,0,1,19,1,2,4,6.43,8.6,1.0,61.43,51.81,85.42,1,0,dataset1
20.7,59.62,53.72,54.32,90.86,0,0,1,21,1,2,0,9.57,5.1,,96.15,92.47,98.13,1,0,dataset1
26.5,54.99,74.52,90.16,77.18,0,0,1,24,1,0,4,7.29,4.2,,65.89,50.89,97.24,0,1,dataset1
5.6,87.17,86.65,83.31,70.09,0,1,0,22,0,1,0,4.18,4.6,,78.37,79.61,75.98,2,0,dataset1
16.4,94.31,52.3,54.05,62.44,0,1,1,19,1,0,0,7.48,4.8,,57.44,55.31,94.33,3,0,dataset1
22.6,82.54,88.91,98.5,53.43,0,1,1,22,0,0,2,8.09,8.1,,71.71,50.38,51.47,0,1,dataset1
9.9,57.21,98.98,79.89,73.44,1,1,1,23,2,0,3,3.26,6.0,0.0,95.19,62.81,93.06,0,1,dataset1
10.5,96.74,54.42,67.15,93.37,1,1,0,23,0,2,0,7.05,5.2,,99.77,77.59,73.81,3,0,dataset1
17.2,99.46,91.11,49.45,75.64,0,1,1,24,0,1,4,4.34,8.1,0.0,68.09,53.75,89.08,3,0,dataset1
27.1,71.67,68.93,71.99,95.18,1,1,1,20,2,1,2,8.19,5.0,2.0,57.7,80.74,50.28,0,1,dataset1
15.0,79.74,57.21,49.89,61.42,0,1,0,22,0,2,0,2.95,4.4,,65.72,83.6,93.43,0,1,dataset1
17.1,75.725,74.66,65.77,81.71,1,1,0,21,2,1,4,9.38,6.3,,66.36,98.48,79.75,2,0,dataset1
20.9,75.725,53.58,64.52,78.92,0,1,1,20,1,0,4,5.75,4.3,2.0,82.23,94.98,62.01,2,0,dataset1
12.8,98.39,76.11,83.2,80.23,0,1,1,19,0,0,0,3.53,5.4,0.0,74.81,78.34,67.37,2,0,dataset1
26.7,55.74,50.97,51.54,78.7,0,0,0,19,1,0,4,4.19,7.5,0.0,88.42,89.67,60.03,1,0,dataset1
29.0,79.04,86.43,89.31,53.3,0,1,1,21,2,0,4,3.48,5.9,0.0,85.07,68.18,71.22,3,0,dataset1
21.3,84.6,74.4,59.57,48.62,0,1,0,18,2,2,4,1.46,4.4,1.0,62.57,79.29,66.5,1,0,dataset1
21.0,94.5,72.95,66.64,98.72,0,1,1,18,1,1,2,0.68,6.0,2.0,89.21,70.17,76.73,2,0,dataset1
21.8,75.725,59.81,86.34,42.72,0,0,1,19,2,0,3,3.22,6.6,1.0,92.37,66.85,90.74,3,0,dataset1
9.8,98.9,68.06,77.52,68.06,1,1,1,24,2,1,3,4.59,5.3,0.0,79.92,86.38,99.11,3,0,dataset1
23.3,75.6,59.09,58.48,65.5,1,1,1,24,2,0,0,3.62,4.9,0.0,96.38,64.83,62.57,2,0,dataset1
13.7,91.54,86.77,63.17,61.6,1,1,1,21,1,0,4,0.14,7.8,,89.15,69.03,55.33,3,0,dataset1
29.8,71.36,59.95,58.35,86.92,1,0,0,18,0,0,4,5.79,4.3,1.0,79.77,68.36,69.78,0,1,dataset1
23.8,71.12,80.84,75.69,84.72,0,1,0,22,2,2,0,1.45,8.8,2.0,95.31,93.52,57.18,0,1,dataset1
19.6,62.67,63.98,59.96,94.31,0,1,1,19,0,0,2,2.11,4.0,0.0,80.02,58.52,91.71,3,0,dataset1
27.8,90.91,82.85,83.54,63.73,1,1,1,23,1,2,3,1.21,7.3,,76.06,69.07,75.06,2,0,dataset1
29.3,99.29,77.02,74.79,73.85,0,1,1,22,0,1,3,5.2,4.7,,67.81,94.39,81.0,3,0,dataset1
25.5,62.82,71.17,48.74,93.54,0,0,0,21,1,1,4,0.95,6.7,,94.14,50.77,57.53,2,0,dataset1
23.9,52.81,83.65,58.62,99.63,0,1,0,23,0,2,4,2.56,4.9,,56.14,97.39,87.48,0,1,dataset1
6.5,90.78,70.79,53.29,98.16,0,1,0,22,0,0,4,4.52,4.2,,73.68,94.95,98.68,3,0,dataset1
22.7,81.01,91.07,63.42,83.07,1,1,0,18,2,2,3,1.68,8.3,0.0,76.87,70.89,74.12,0,1,dataset1
13.4,97.98,74.81,70.96,48.59,1,1,0,24,0,0,2,4.46,6.1,,77.74,82.65,98.12,2,0,dataset1
28.2,62.61,77.03,70.41,41.39,0,1,0,18,0,2,4,3.43,5.4,,82.59,99.55,51.74,2,0,dataset1
20.3,53.55,93.85,85.27,89.51,0,1,0,23,1,2,4,8.61,8.7,,75.29,77.75,51.79,0,1,dataset1
14.3,74.62,91.44,51.35,90.46,0,1,0,20,1,2,3,7.95,4.4,2.0,62.84,54.84,98.0,2,0,dataset1
13.5,54.27,76.59,96.79,84.78,0,1,1,24,2,2,3,9.93,5.7,,92.85,92.68,85.01,0,1,dataset1
18.9,63.09,53.42,60.57,56.8,0,1,0,19,2,0,0,5.29,4.9,,82.88,56.71,59.43,0,1,dataset1
17.3,56.3,78.3,58.01,78.39,0,1,0,23,1,2,4,5.75,9.0,2.0,92.91,62.86,68.19,1,0,dataset1
14.8,75.725,67.76,81.11,58.97,0,1,0,21,0,0,3,9.47,6.7,2.0,63.8,93.68,75.39,0,1,dataset1
10.2,55.31,77.01,88.33,67.04,0,0,0,19,1,1,3,4.0,8.1,,81.85,62.8,85.13,0,1,dataset1
24.9,97.7,82.36,62.71,62.95,0,1,1,22,0,2,3,5.56,4.8,,85.71,87.25,92.1,3,0,dataset1
15.8,63.93,82.24,84.81,94.82,1,1,0,24,1,0,4,3.79,5.5,,69.17,72.38,54.13,0,1,dataset1
7.5,72.19,83.68,93.02,54.05,1,1,1,21,0,0,3,5.46,7.1,1.0,90.61,87.99,82.83,2,0,dataset1
7.1,94.93,83.96,86.01,74.66,0,1,1,21,1,2,3,0.81,4.9,,50.13,61.62,73.84,3,0,dataset1
11.0,83.87,55.46,42.05,61.66,1,0,1,18,1,0,0,7.84,6.5,2.0,79.75,70.98,79.88,3,0,dataset1
18.8,80.9,59.59,89.64,79.78,0,1,0,22,2,0,2,9.85,8.7,,80.68,65.91,75.43,0,1,dataset1
8.7,85.28,81.53,86.47,73.87,0,1,0,18,0,1,4,0.66,8.7,2.0,76.69,62.45,72.53,3,0,dataset1
10.4,91.44,74.81,80.16,95.44,0,0,0,18,2,2,4,8.01,5.8,,81.5,65.72,60.28,3,0,dataset1
17.5,93.88,88.14,85.6,46.1,0,1,1,24,1,2,4,2.42,6.6,,58.36,66.15,73.62,3,0,dataset1
10.4,82.13,56.25,98.77,53.24,0,0,1,20,2,1,4,1.98,5.0,2.0,84.24,97.77,59.48,0,1,dataset1
26.5,94.5,59.58,65.87,85.98,0,1,1,18,2,1,2,6.93,8.9,,66.79,76.66,52.23,3,0,dataset1
19.8,76.77,77.92,44.03,62.13,1,1,1,19,1,2,4,0.44,6.6,,72.6,73.1,68.69,2,0,dataset1
7.1,63.86,75.04,67.65,49.95,0,1,0,21,1,1,0,4.63,5.0,2.0,66.66,75.17,51.25,0,1,dataset1
8.5,94.0,63.32,42.79,70.2,0,1,0,24,0,1,4,0.01,8.2,1.0,73.7,99.81,78.13,3,0,dataset1
9.9,75.725,70.42,57.66,79.13,0,1,0,18,0,0,2,5.54,6.1,,81.08,82.68,53.62,1,0,dataset1
20.7,95.31,51.75,75.21,42.69,1,0,1,23,1,2,4,4.62,7.2,2.0,91.92,85.17,71.88,2,0,dataset1
7.6,52.01,51.85,58.58,57.5,0,0,1,19,1,1,0,9.15,8.2,1.0,74.17,65.68,99.01,0,1,dataset1
6.1,69.88,54.75,81.12,88.57,0,0,0,22,0,1,3,7.2,5.5,0.0,66.16,73.58,50.49,0,1,dataset1
23.2,97.39,74.81,89.32,71.21,0,1,0,21,1,0,4,1.26,6.9,2.0,74.4,59.2,68.34,3,0,dataset1
17.0,62.48,93.19,65.23,42.12,0,1,1,24,2,1,2,3.55,4.3,0.0,84.44,84.26,83.66,1,0,dataset1
26.2,75.725,63.01,94.01,56.92,1,1,0,23,0,1,4,9.32,5.2,,67.34,67.22,57.95,1,0,dataset1
24.8,97.7,51.7,44.79,78.35,1,1,0,24,2,0,0,7.25,4.7,2.0,70.71,87.41,78.04,3,0,dataset1
11.8,94.11,74.81,90.41,51.96,0,1,1,24,2,2,4,5.94,7.2,,78.14,60.66,62.91,3,0,dataset1
9.8,78.18,92.77,89.71,89.64,0,1,1,23,1,2,3,5.59,5.3,,64.7,70.18,61.14,3,0,dataset1
17.9,82.35,56.91,59.32,80.59,1,1,1,22,2,0,4,3.98,7.8,2.0,60.45,73.56,94.75,2,0,dataset1
7.0,75.725,69.29,57.92,68.28,0,1,0,23,2,0,4,5.85,7.8,,57.02,58.33,60.16,0,1,dataset1
20.8,88.79,57.94,58.31,94.94,0,0,1,19,0,0,4,7.72,7.9,2.0,67.63,53.48,68.83,3,0,dataset1
5.3,81.5,74.81,88.68,63.51,1,1,0,24,0,1,4,1.28,4.7,2.0,52.42,65.85,58.48,1,0,dataset1
25.1,99.11,82.41,89.9,54.1,1,1,0,22,1,1,0,9.7,6.6,2.0,79.17,77.24,64.19,3,0,dataset1
27.3,84.28,98.38,59.78,79.68,0,0,1,24,2,1,3,2.39,7.4,,58.8,82.63,64.66,2,0,dataset1
29.9,98.77,83.91,75.56,74.4,0,0,0,23,2,0,2,4.48,5.6,,68.87,71.26,66.34,2,0,dataset1
13.6,52.87,99.24,48.34,60.11,1,1,1,22,2,0,3,0.23,5.3,2.0,63.46,75.01,82.05,0,1,dataset1
19.0,56.95,71.72,68.13,60.62,0,1,1,22,2,1,4,5.5,7.6,1.0,81.52,77.16,87.13,0,1,dataset1
26.6,72.57,94.89,99.93,63.89,1,1,0,18,1,2,0,3.82,5.8,,92.52,75.6,75.53,3,0,dataset1
16.6,69.24,60.25,49.53,57.47,1,0,0,18,1,2,4,2.5,5.2,,81.67,54.52,80.52,3,0,dataset1
13.2,89.14,74.81,96.85,82.61,0,1,1,18,2,1,2,9.86,6.8,0.0,77.13,70.25,90.66,2,0,dataset1
6.2,58.03,85.13,89.46,79.08,0,1,1,23,2,0,0,4.28,7.1,,83.45,60.22,99.98,1,0,dataset1
14.9,98.8,68.57,98.33,66.45,0,1,1,21,0,0,0,4.14,7.9,0.0,51.5,76.69,72.83,3,0,dataset1
7.0,65.75,74.81,50.77,63.87,0,1,1,19,1,1,0,4.63,4.2,2.0,56.14,87.9,96.82,1,0,dataset1
14.1,75.725,83.56,52.81,61.9,1,1,1,23,0,0,4,1.16,4.9,2.0,54.75,78.97,74.52,3,0,dataset1
13.6,63.74,66.67,41.01,57.01,0,1,1,24,0,0,4,3.93,7.9,,54.91,61.09,89.1,0,1,dataset1
21.2,78.97,78.63,83.48,45.14,0,1,0,18,0,2,4,3.36,6.7,,63.02,60.39,78.66,1,0,dataset1
14.2,52.93,64.97,78.65,56.09,0,1,0,22,0,0,4,4.65,8.0,,76.6,51.85,94.2,1,0,dataset1
14.6,75.725,89.19,50.68,59.27,0,0,0,23,2,2,2,8.57,6.2,0.0,55.73,71.32,72.44,2,0,dataset1
12.2,87.29,65.62,87.47,72.86,1,1,0,22,2,0,4,1.93,6.3,0.0,96.76,71.64,84.79,3,0,dataset1
20.2,59.33,76.75,57.95,86.43,0,1,1,24,2,0,3,6.08,5.9,2.0,92.71,61.82,73.32,0,1,dataset1
14.7,61.78,74.81,48.1,63.74,0,1,0,22,1,1,4,0.38,7.5,0.0,98.58,88.21,92.85,1,0,dataset1
28.7,75.725,89.59,65.35,96.69,1,1,0,22,2,0,3,3.17,7.0,,52.13,69.32,99.72,3,0,dataset1
27.3,75.725,81.02,45.46,89.64,0,1,1,20,0,2,4,4.73,6.0,2.0,92.57,83.47,62.17,0,1,dataset1
10.9,71.87,59.61,55.79,99.09,1,1,0,21,2,1,0,0.74,4.9,2.0,90.19,82.0,73.72,3,0,dataset1
15.1,75.725,60.77,62.28,92.57,0,1,1,19,1,1,0,5.44,4.0,0.0,95.11,80.24,54.06,2,0,dataset1
20.9,67.34,74.81,91.11,77.0,0,1,1,19,2,1,4,3.1,4.5,,76.4,95.4,57.05,3,0,dataset1
5.4,84.95,78.83,87.55,75.91,0,1,1,18,2,2,0,9.93,4.5,2.0,89.39,50.79,96.46,0,1,dataset1
10.7,54.51,77.42,66.57,47.77,1,0,1,20,2,2,4,6.31,6.8,0.0,52.56,53.4,77.18,1,0,dataset1
12.1,94.42,63.69,83.47,83.34,0,0,1,23,2,1,0,2.44,7.8,2.0,53.79,86.11,69.76,3,0,dataset1
15.1,95.47,84.7,74.12,76.01,0,1,0,23,1,2,4,1.03,6.3,,55.93,67.68,83.57,3,0,dataset1
27.2,55.25,94.45,60.45,70.42,1,1,0,19,2,1,4,0.41,6.1,2.0,95.74,99.33,78.01,1,0,dataset1
7.4,99.54,52.18,83.55,81.6,0,1,0,21,2,1,4,0.91,4.7,,53.06,60.82,64.44,2,0,dataset1
6.6,64.88,70.86,81.01,66.64,1,1,1,22,1,0,0,6.8,8.5,2.0,55.01,59.17,61.33,3,0,dataset1
21.6,75.725,79.68,77.15,71.43,0,1,0,24,0,0,4,8.55,7.7,1.0,96.52,79.41,79.51,0,1,dataset1
14.1,50.25,74.81,77.08,63.9,1,1,0,18,0,1,0,1.57,6.1,2.0,55.37,63.97,59.41,0,1,dataset1
9.4,70.43,50.98,80.98,83.04,1,1,0,21,0,0,4,4.02,4.5,2.0,93.49,67.02,56.96,0,1,dataset1
22.5,81.49,60.53,63.07,92.6,1,1,0,19,1,1,3,3.54,8.2,2.0,89.46,96.05,65.92,0,1,dataset1
11.1,75.725,53.09,92.14,90.45,1,1,1,20,1,1,4,6.45,4.8,,52.01,51.31,93.07,0,1,dataset1
19.1,91.84,78.45,49.74,87.16,0,1,0,18,2,0,3,1.83,7.4,,51.09,76.56,51.84,3,0,dataset1
15.2,85.83,82.27,93.03,40.83,1,1,1,19,0,1,0,9.53,5.7,1.0,76.72,66.74,91.66,3,0,dataset1
14.0,67.51,57.99,60.54,94.71,0,0,1,23,1,1,4,7.29,8.3,2.0,99.86,67.3,81.05,3,0,dataset1
23.0,86.72,66.65,47.5,56.49,1,1,0,18,2,0,4,9.55,6.9,,93.94,62.39,52.02,3,0,dataset1
20.3,97.02,66.49,76.0,93.28,0,1,1,19,0,0,4,2.77,5.1,,65.5,56.74,80.1,3,0,dataset1
17.8,54.65,90.99,62.56,51.82,1,1,1,23,0,0,4,5.88,4.1,2.0,69.32,51.72,71.3,1,0,dataset1
8.2,75.725,59.73,88.93,66.38,0,1,1,24,0,1,4,7.32,5.1,0.0,69.4,99.38,92.06,1,0,dataset1
19.6,73.17,77.42,65.85,84.96,1,1,1,23,1,1,2,7.11,5.8,0.0,86.71,83.02,95.36,0,1,dataset1
22.3,74.9,89.15,80.11,78.42,0,1,1,22,0,0,4,0.21,7.5,,67.06,88.86,64.32,3,0,dataset1
25.4,77.11,91.48,58.5,64.96,0,1,1,20,2,0,4,9.98,5.1,1.0,57.39,53.25,89.21,1,0,dataset1
12.5,65.03,83.33,52.57,80.72,0,1,1,22,0,0,4,9.28,5.3,2.0,87.36,50.74,65.49,2,0,dataset1
11.6,75.725,64.98,63.28,72.94,0,0,0,19,0,2,4,1.2,6.2,2.0,72.9,80.01,64.78,0,1,dataset1
23.7,82.25,91.15,76.41,56.54,0,1,0,24,2,1,4,5.44,4.2,2.0,53.84,86.19,59.63,3,0,dataset1
16.7,78.89,74.81,79.42,78.78,1,1,1,21,0,1,4,3.15,7.8,,89.5,69.74,83.92,2,0,dataset1
15.1,75.725,85.22,74.69,52.25,1,1,1,24,1,1,4,8.79,4.4,1.0,79.27,69.39,63.08,0,1,dataset1
9.0,73.85,53.37,99.28,81.64,0,1,0,24,2,1,4,6.98,7.7,,74.47,69.22,73.24,3,0,dataset1
15.9,67.81,52.16,81.47,40.19,1,1,0,24,1,2,3,2.24,5.3,,83.67,57.64,90.61,2,0,dataset1
23.2,74.55,84.77,95.89,72.93,0,1,0,22,0,2,2,0.34,6.3,0.0,75.27,87.7,89.6,0,1,dataset1
16.3,96.09,97.24,47.08,64.06,0,1,0,21,2,1,4,2.92,6.1,2.0,82.42,60.76,92.77,3,0,dataset1
26.8,74.03,88.69,43.68,58.19,0,1,1,23,1,0,3,0.38,5.3,0.0,93.37,66.22,58.05,3,0,dataset1
5.1,50.7,91.57,58.66,70.94,0,1,1,19,1,1,4,1.41,5.3,2.0,80.68,83.56,79.34,0,1,dataset1
9.5,71.94,77.25,48.2,78.72,0,0,0,20,0,1,4,6.36,8.7,,82.98,50.01,95.74,1,0,dataset1
20.4,91.03,65.23,71.55,97.92,0,1,0,21,0,0,3,7.45,5.5,1.0,80.69,88.31,52.1,3,0,dataset1
21.8,89.0,74.81,71.14,89.98,0,1,0,19,2,1,2,4.68,4.9,,76.56,94.95,89.73,3,0,dataset1
11.9,75.67,85.6,74.5,83.03,0,0,0,21,1,0,3,6.0,5.3,0.0,58.6,52.58,62.31,2,0,dataset1
28.5,75.725,83.77,84.71,68.74,0,1,1,22,2,0,0,1.56,7.5,,66.78,79.58,83.48,0,1,dataset1
13.3,73.25,97.34,98.28,63.53,0,1,0,19,2,0,4,3.17,5.5,0.0,84.66,70.42,85.87,0,1,dataset1
15.3,78.19,68.36,92.7,41.95,1,0,0,22,1,1,3,7.13,4.9,,71.27,53.92,96.28,2,0,dataset1
29.4,99.99,51.98,47.1,61.55,0,1,0,18,1,0,4,3.65,6.1,2.0,70.31,84.11,75.44,3,0,dataset1
17.0,82.21,95.42,60.31,90.9,0,1,1,19,2,2,4,3.49,4.6,0.0,87.96,80.62,92.41,3,0,dataset1
20.3,84.71,74.81,55.35,63.04,1,1,1,21,1,0,0,1.94,6.0,2.0,50.28,82.13,52.27,1,0,dataset1
18.5,74.57,84.87,50.61,67.7,0,1,1,18,2,0,0,5.95,8.3,0.0,83.95,90.67,71.03,1,0,dataset1
9.4,75.725,93.66,72.68,56.31,1,1,0,22,2,2,3,8.1,5.9,0.0,74.46,64.35,71.98,3,0,dataset1
29.8,90.65,65.51,73.2,56.45,1,1,0,22,2,1,4,4.69,6.6,0.0,68.84,83.85,76.91,3,0,dataset1
6.5,74.75,74.81,53.63,43.71,0,1,0,21,0,0,3,1.16,7.9,1.0,67.03,87.17,74.07,2,0,dataset1
29.6,99.73,74.81,82.71,76.83,0,1,1,18,0,0,0,8.38,6.6,2.0,58.64,58.44,98.4,2,0,dataset1
16.7,72.86,89.71,83.97,66.88,0,1,1,24,1,0,4,0.71,4.2,,66.71,97.85,53.93,0,1,dataset1
9.7,75.725,53.49,41.26,76.36,0,1,0,23,2,1,3,4.72,5.1,,69.57,67.0,63.25,2,0,dataset1
9.2,84.13,82.76,63.75,72.81,0,1,0,20,0,1,4,2.61,8.5,,71.87,85.69,98.43,0,1,dataset1
21.4,52.33,83.86,93.41,87.93,1,1,1,21,0,1,4,9.36,8.0,,83.62,87.7,72.27,0,1,dataset1
22.8,62.53,74.81,71.22,85.06,1,1,0,22,2,1,0,7.38,7.8,2.0,72.68,75.2,78.56,3,0,dataset1
27.5,67.69,84.35,60.86,86.29,0,1,0,19,1,0,3,5.66,6.7,,89.81,56.44,54.05,0,1,dataset1
10.9,86.97,96.16,55.22,69.95,0,1,0,18,0,2,4,6.68,5.8,,81.99,63.78,64.2,3,0,dataset1
15.8,74.71,86.69,54.6,61.23,0,1,1,23,2,2,3,5.33,7.5,,59.48,61.71,51.98,0,1,dataset1
29.3,51.43,98.06,45.99,96.01,0,1,0,20,0,2,4,1.48,7.3,0.0,63.86,75.93,56.88,0,1,dataset1
15.7,80.84,72.43,89.03,43.26,1,1,0,19,1,1,4,7.09,7.2,2.0,53.96,63.06,81.67,0,1,dataset1
16.5,70.57,76.41,45.2,49.16,0,1,0,18,2,2,2,4.93,6.5,,97.29,77.34,88.18,0,1,dataset1
12.2,96.09,63.19,57.54,65.18,1,1,0,23,1,1,3,6.34,5.3,0.0,94.33,64.41,93.5,3,0,dataset1
26.8,75.725,99.28,42.74,76.84,0,1,1,21,2,1,4,0.45,6.2,,54.24,50.05,62.57,0,1,dataset1
14.1,85.45,52.76,86.88,40.49,0,1,1,23,1,1,0,1.42,6.6,1.0,78.7,68.16,66.64,3,0,dataset1
20.9,75.725,67.93,42.36,83.16,0,1,1,21,1,1,4,5.89,5.1,2.0,98.02,80.34,78.47,0,1,dataset1
9.6,88.05,64.88,58.5,73.52,1,1,0,24,2,1,4,4.59,5.2,,87.36,88.68,54.18,3,0,dataset1
20.4,86.05,69.33,74.4,69.08,0,1,1,18,1,0,4,2.27,8.0,2.0,74.59,51.42,90.34,3,0,dataset1
28.3,95.2,95.89,64.57,65.41,0,1,0,23,1,0,4,2.41,5.6,0.0,62.06,62.92,74.16,2,0,dataset1
24.4,51.69,68.4,56.94,71.17,0,1,1,20,0,2,0,6.32,8.9,2.0,63.95,99.27,98.28,1,0,dataset1
6.7,72.38,95.85,56.51,49.71,0,1,0,23,0,0,4,0.59,6.2,0.0,86.81,63.09,55.87,2,0,dataset1
20.8,83.96,71.17,87.87,46.52,0,1,1,18,1,0,2,4.34,7.0,,89.03,88.86,56.66,2,0,dataset1
19.0,54.76,92.74,98.44,57.38,0,0,1,19,2,0,3,5.23,6.5,,76.43,75.47,67.43,1,0,dataset1
13.5,70.53,76.09,60.88,82.57,0,1,1,19,1,0,4,3.08,6.5,,56.05,56.11,60.34,0,1,dataset1
26.1,97.11,74.81,42.35,75.3,0,1,0,23,2,1,4,8.21,8.5,,96.69,82.17,84.83,2,0,dataset1
24.8,75.725,72.47,42.19,68.81,0,1,0,23,1,1,4,0.57,4.5,,92.24,98.32,97.34,0,1,dataset1
21.2,99.27,74.81,85.55,74.29,0,1,0,21,0,1,2,8.66,5.7,1.0,57.03,94.34,54.5,3,0,dataset1
23.6,52.84,74.81,73.14,73.56,0,1,1,18,2,0,2,7.23,5.4,,52.84,84.51,62.11,1,0,dataset1
9.8,85.89,64.48,87.02,58.42,0,1,0,21,2,0,0,4.46,5.6,2.0,76.79,75.61,61.89,3,0,dataset1
28.0,79.05,59.32,81.85,45.85,0,1,0,20,1,1,0,9.24,8.6,2.0,64.21,65.97,75.45,0,1,dataset1
21.7,75.03,66.8,94.45,93.81,0,1,0,24,2,0,3,7.02,4.3,0.0,64.16,67.85,72.6,2,0,dataset1
16.7,98.54,81.22,93.15,75.99,0,1,0,19,1,2,4,9.31,5.4,1.0,54.36,67.31,86.34,3,0,dataset1
9.8,56.48,69.33,87.3,81.86,1,1,0,22,0,1,3,4.73,7.7,0.0,97.67,96.1,86.63,1,0,dataset1
22.1,94.8,85.62,68.51,67.84,0,1,0,22,0,1,4,4.53,5.2,1.0,91.51,60.57,78.64,2,0,dataset1
7.4,84.56,99.35,58.49,85.39,1,1,1,18,1,0,0,5.31,8.2,0.0,55.69,68.9,79.55,0,1,dataset1
13.0,62.95,74.81,70.42,75.07,0,1,1,18,0,2,3,0.65,5.6,1.0,93.83,71.6,92.12,0,1,dataset1
19.3,95.08,73.13,70.12,43.23,1,1,0,22,0,1,2,9.08,4.6,0.0,84.15,70.45,69.85,2,0,dataset1
21.2,71.46,58.21,76.62,93.41,1,1,1,18,1,1,4,6.68,6.6,,66.27,50.21,50.62,1,0,dataset1
5.4,75.725,74.81,51.17,58.33,0,1,1,19,2,1,0,6.18,6.6,2.0,93.56,63.55,60.65,2,0,dataset1
5.2,69.44,86.34,79.34,48.27,1,1,0,20,0,2,4,9.26,4.2,2.0,79.9,74.93,51.77,1,0,dataset1
7.8,92.55,60.87,67.4,45.28,1,1,0,20,2,0,4,9.94,7.6,,92.43,88.02,69.67,3,0,dataset1
